o_team,d_team,o_rank,o_points,d_rank,d_points,rank_diff,o_score,d_score,score_diff,df_score,of_score,upset_option,team_a,diff_dist,a_points,team_b,b_points
Germany,France,1,1533,7,1166,-6,84.16666666666667,81.5625,2.6041666666666714,83.45,83.91666666666667,0.46666666666666856,Germany,2.137500000000003,3,France,0
